Timestamp,Strategy,Query,Retrieved Context Size,Used Context Size,Retrieved Documents,Used Documents,Response Length,Token Count,Prompt Length,Embedding Model,LLM Model,Relevance Scores,Latency (s),Status,Error Message
2025-02-19T18:51:39.716080,multi_query,What is the maximum load per shelf for the LOMMARP bookcase?,8,4,SEKTION(39040854); SEKTION(69040857); GERSBY(70261131); IDANÄS(80487827); VIHALS(50542905); VIHALS(70483274); SEKTION / MAXIMERA(9439553); SEKTION / MAXIMERA(19439557),GERSBY(70261131); IDANÄS(80487827); VIHALS(50542905); VIHALS(70483274),2100,321,3742,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.600; 0.600; 0.600; 0.583; 0.600; 0.600; 0.600; 0.600,7.930,Success,
2025-02-19T18:51:48.127846,hypothetical,What is the maximum load per shelf for the LOMMARP bookcase?,3,3,BROR(49471744); BROR(9516141); BAGGEBO(49572875),BROR(49471744); BROR(9516141); BAGGEBO(49572875),1994,326,2486,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.748; 0.748; 0.747,8.410,Success,
2025-02-19T18:51:56.696150,step_back,What is the maximum load per shelf for the LOMMARP bookcase?,4,2,EKBY ALEX / RAMSHULT(9290953); BAGGEBO(49572875); BAGGEBO(79572874); BILLY(19570142),EKBY ALEX / RAMSHULT(9290953); BILLY(19570142),1625,252,2632,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.500; 0.500; 0.499; 0.497,8.568,Success,
2025-02-19T18:52:03.252246,basic,What materials are used in the MALM glass top?,3,3,STORSINT(396336); STORSINT(20396298); STORSINT(30396288),STORSINT(396336); STORSINT(20396298); STORSINT(30396288),1904,294,1755,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.700; 0.699; 0.698,6.554,Success,
2025-02-19T18:52:12.502234,multi_query,What materials are used in the MALM glass top?,8,5,STORSINT(30522668); STORSINT(396336); KROKHOLMEN(80336466); SVEPA(10453840); VEDHAMN(50505192); IDANÄS(59442609); AFTONSPARV(80554063); STRANDÖN(20575836),KROKHOLMEN(80336466); SVEPA(10453840); VEDHAMN(50505192); IDANÄS(59442609); STRANDÖN(20575836),2288,356,3774,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.600; 0.596; 0.600; 0.587; 0.600; 0.589; 0.600; 0.595,9.249,Success,
2025-02-19T18:52:19.772595,hypothetical,What materials are used in the MALM glass top?,3,1,HAVSTA(30565530); HAVSTA(60565538); SKINNFISK(40594711),SKINNFISK(40594711),1264,199,2850,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.802; 0.802; 0.793,7.269,Success,
2025-02-19T18:52:27.479061,step_back,What materials are used in the MALM glass top?,4,4,HEMNES(60430021); HEMNES(50430012); HEMNES(430019); GULLABERG(60569433),HEMNES(60430021); HEMNES(50430012); HEMNES(430019); GULLABERG(60569433),1230,206,2586,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.500; 0.498; 0.497; 0.488,7.705,Success,
2025-02-19T18:52:31.749439,basic,How should the VÄLVÅRDAD dish brush be cared for?,3,3,RINNIG(30407814); RINNIG(90407811); RINNIG(20565856),RINNIG(30407814); RINNIG(90407811); RINNIG(20565856),1301,219,1724,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.700; 0.700; 0.700,4.268,Success,
2025-02-19T18:52:39.438930,multi_query,How should the VÄLVÅRDAD dish brush be cared for?,7,7,SEKTION(39040854); SEKTION(69040857); LÄTTBAKAD(60578159); RINNIG(30407814); VIDEVECKMAL(90556702); PEPPRIG(10567648); MEDELVÅG(40385067),SEKTION(39040854); SEKTION(69040857); LÄTTBAKAD(60578159); RINNIG(30407814); VIDEVECKMAL(90556702); PEPPRIG(10567648); MEDELVÅG(40385067),1911,287,3345,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.600; 0.600; 0.600; 0.599; 0.600; 0.594; 0.600,7.688,Success,
2025-02-19T18:52:50.800289,hypothetical,How should the VÄLVÅRDAD dish brush be cared for?,3,3,LÄTTBAKAD(60578159); RINNIG(30407814); RINNIG(70476457),LÄTTBAKAD(60578159); RINNIG(30407814); RINNIG(70476457),2430,384,2793,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.773; 0.738; 0.735,11.360,Success,
2025-02-19T18:52:58.991190,step_back,How should the VÄLVÅRDAD dish brush be cared for?,4,3,RINNIG(30407814); LÄTTBAKAD(60578159); RINNIG(10387261); RINNIG(70476457),RINNIG(30407814); RINNIG(10387261); RINNIG(70476457),1465,236,2525,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.500; 0.496; 0.492; 0.492,8.189,Success,
2025-02-19T18:53:02.193406,basic,What are the dimensions and color options for the HILJA curtains?,3,3,HILJA(560096); HILJA(50430818); HILJA(40430814),HILJA(560096); HILJA(50430818); HILJA(40430814),924,154,1798,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.700; 0.698; 0.697,3.200,Success,
2025-02-19T18:53:12.202162,multi_query,What are the dimensions and color options for the HILJA curtains?,8,6,SEKTION(39040854); SEKTION(69040857); HILJA(40430814); HILJA(40390733); LENDA(90559201); LENDA(50559203); SANDSVINGEL(10532258); HILJA(50430818),HILJA(40430814); HILJA(40390733); LENDA(90559201); LENDA(50559203); SANDSVINGEL(10532258); HILJA(50430818),2533,390,3691,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.600; 0.600; 0.600; 0.598; 0.600; 0.597; 0.600; 0.599,10.008,Success,
2025-02-19T18:53:20.248381,hypothetical,What are the dimensions and color options for the HILJA curtains?,3,3,HÄLLEBRÄCKA(10559672); SILVERLÖNN(50493976); DYTÅG(80519116),HÄLLEBRÄCKA(10559672); SILVERLÖNN(50493976); DYTÅG(80519116),1836,282,2445,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.872; 0.867; 0.867,8.044,Success,
2025-02-19T18:53:25.940752,step_back,What are the dimensions and color options for the HILJA curtains?,4,2,VILBORG(297553); HÄGGVECKMAL(570236); HILJA(50430818); HILJA(40430814),HILJA(50430818); HILJA(40430814),661,114,2613,sentence-transformers/all-MiniLM-L6-v2,meta-llama/Meta-Llama-3.1-8B-Instruct,0.500; 0.495; 0.493; 0.492,5.691,Success,
