location,date_visit,visits
Barcelona,2019-02-09,51.187387746956695
Barcelona,2019-02-10,0.0
Barcelona,2019-02-11,22.516178692590586
Barcelona,2019-02-12,19.07232659577501
Barcelona,2019-02-13,19.616842945519856
Barcelona,2019-02-14,19.165749636513954
Barcelona,2019-02-15,22.031530632608263
Barcelona,2019-02-16,47.802748239587196
Barcelona,2019-02-17,0.0
Barcelona,2019-02-18,22.042278416056106
Barcelona,2019-02-19,20.226273626592924
Barcelona,2019-02-20,19.48285201128945
Barcelona,2019-02-21,18.296233999486844
Barcelona,2019-02-22,22.385038629301253
Barcelona,2019-02-23,44.96963822447758
Barcelona,2019-02-24,3.10459845482795
Barcelona,2019-02-25,21.51267212133307
Barcelona,2019-02-26,20.571229010462698
Barcelona,2019-02-27,19.633292470849845
Barcelona,2019-02-28,18.44798585968013
Barcelona,2019-03-01,22.330872081420875
Barcelona,2019-03-02,45.547709325198845
Barcelona,2019-03-03,0.0
Barcelona,2019-03-04,33.634575362773326
Barcelona,2019-03-05,20.5348233885452
Barcelona,2019-03-06,20.454343301878723
Barcelona,2019-03-07,20.74513213786812
Barcelona,2019-03-08,24.166177267155117
Barcelona,2019-03-09,47.93103743193546
Barcelona,2019-03-10,4.506571257519172
Barcelona,2019-03-11,23.333722952361946
Barcelona,2019-03-12,20.876927901473902
Barcelona,2019-03-13,20.645351654930582
Barcelona,2019-03-14,20.94184223280212
Barcelona,2019-03-15,24.699290133135673
Barcelona,2019-03-16,45.2575761895259
Barcelona,2019-03-17,0.0
Barcelona,2019-03-18,23.003021923197537
Barcelona,2019-03-19,19.001054822248197
Barcelona,2019-03-20,19.827151694842776
Barcelona,2019-03-21,19.24622972318043
Barcelona,2019-03-22,23.129115944921175
Barcelona,2019-03-23,45.245517005445166
Barcelona,2019-03-24,0.0
Barcelona,2019-03-25,23.627362659292412
Barcelona,2019-03-26,21.40938506713801
Barcelona,2019-03-27,21.89688399806141
Barcelona,2019-03-28,20.787895201984206
Barcelona,2019-03-29,24.568805770162786
Barcelona,2019-03-30,49.6159021581093
Barcelona,2019-03-31,0.0
Barcelona,2019-04-01,25.480428770989537
Barcelona,2019-04-02,21.313111155457992
Barcelona,2019-04-03,21.926048407788578
Barcelona,2019-04-04,21.29885680075263
Barcelona,2019-04-05,24.95937508908972
Barcelona,2019-04-06,52.83168457963908
Barcelona,2019-04-07,5.304815121019471
Barcelona,2019-04-08,23.77275707728711
Barcelona,2019-04-09,20.66815862245916
Barcelona,2019-04-10,21.48635858254697
Barcelona,2019-04-11,20.235481939732587
Barcelona,2019-04-12,24.45696610314451
Barcelona,2019-04-13,45.20340964164552
Barcelona,2019-04-14,0.0
Barcelona,2019-04-15,34.82558371582518
Barcelona,2019-04-16,30.447301650654275
Barcelona,2019-04-17,29.181514952818087
Barcelona,2019-04-18,36.2652735410668
Barcelona,2019-04-19,4.644068763007098
Barcelona,2019-04-20,54.11523220343815
Barcelona,2019-04-21,0.0
Barcelona,2019-04-22,0.0
Barcelona,2019-04-23,22.2190324144026
Barcelona,2019-04-24,20.36092026113978
Barcelona,2019-04-25,20.389428970550505
Barcelona,2019-04-26,24.063545913276506
Barcelona,2019-04-27,45.07512044929726
Barcelona,2019-04-28,5.906348889585768
Barcelona,2019-04-29,25.65783846965248
Barcelona,2019-04-30,26.34139179519343
Barcelona,2019-05-01,5.000427630641161
Barcelona,2019-05-02,25.52384753542207
Barcelona,2019-05-03,26.960030789406165
Barcelona,2019-05-04,49.91589930723836
Barcelona,2019-05-05,0.0
Barcelona,2019-05-06,24.269464321350174
Barcelona,2019-05-07,21.6488582261881
Barcelona,2019-05-08,21.754996151324228
Barcelona,2019-05-09,20.976708384411438
Barcelona,2019-05-10,22.493371725062005
Barcelona,2019-05-11,42.95407246913932
Barcelona,2019-05-12,0.0
Barcelona,2019-05-13,29.197964478148073
Barcelona,2019-05-14,21.939647062177496
Barcelona,2019-05-15,21.586794765800953
Barcelona,2019-05-16,21.179120221227585
Barcelona,2019-05-17,25.982182056618296
Barcelona,2019-05-18,45.194857028822305
Barcelona,2019-05-19,6.5021809162699205
Barcelona,2019-05-20,25.811129800153946
Barcelona,2019-05-21,22.00587279413861
Barcelona,2019-05-22,22.37012857427944
Barcelona,2019-05-23,21.429341163725518
Barcelona,2019-05-24,23.658722239644213
Barcelona,2019-05-25,37.06636827550817
Barcelona,2019-05-26,6.701741882144995
Barcelona,2019-05-27,25.17538558029478
Barcelona,2019-05-28,21.37012857427944
Barcelona,2019-05-29,22.968811471904665
Barcelona,2019-05-30,22.501268637568778
Barcelona,2019-05-31,24.91310545371611
Barcelona,2019-06-01,43.40955611939447
Barcelona,2019-06-02,6.898451977078998
Barcelona,2019-06-03,27.01419733728654
Barcelona,2019-06-04,23.513327821649515
Barcelona,2019-06-05,23.106308977392594
Barcelona,2019-06-06,22.99446931037432
Barcelona,2019-06-07,24.750605810074976
Barcelona,2019-06-08,43.489380505744506
Barcelona,2019-06-09,7.098012942954073
Barcelona,2019-06-10,6.126521652364797
Barcelona,2019-06-11,25.508937480400263
Barcelona,2019-06-12,23.770561906662486
Barcelona,2019-06-13,23.980870655985402
Barcelona,2019-06-14,25.267269150725546
Barcelona,2019-06-15,42.96767112352824
Barcelona,2019-06-16,0.0
Barcelona,2019-06-17,26.954984747840466
Barcelona,2019-06-18,24.64292841463067
Barcelona,2019-06-19,24.596658779257062
Barcelona,2019-06-20,23.895344527753227
Barcelona,2019-06-21,23.596658779257062
Barcelona,2019-06-22,42.02118197109217
Barcelona,2019-06-23,0.0
Barcelona,2019-06-24,0.0
Barcelona,2019-06-25,28.086780511446246
Barcelona,2019-06-26,25.930866379678992
Barcelona,2019-06-27,25.221655215668388
Barcelona,2019-06-28,25.862445477093253
Barcelona,2019-06-29,40.958462810388575
Barcelona,2019-06-30,0.0
Barcelona,2019-07-01,31.62405564900077
Barcelona,2019-07-02,28.220115745360207
Barcelona,2019-07-03,25.917267725290078
Barcelona,2019-07-04,22.653020497762068
Barcelona,2019-07-05,22.792713173874617
Barcelona,2019-07-06,35.88961427716167
Barcelona,2019-07-07,19.092282692362517
Barcelona,2019-07-08,29.035464834506943
Barcelona,2019-07-09,25.76332069447216
Barcelona,2019-07-10,24.220343815035495
Barcelona,2019-07-11,23.96661630128004
Barcelona,2019-07-12,24.05784417139436
Barcelona,2019-07-13,37.13764004903498
Barcelona,2019-07-14,0.0
Barcelona,2019-07-15,29.862217407417965
Barcelona,2019-07-16,25.401260084955954
Barcelona,2019-07-17,25.538101890127432
Barcelona,2019-07-18,24.89665592838612
Barcelona,2019-07-19,24.0699033554751
Barcelona,2019-07-20,36.3429027567922
Barcelona,2019-07-21,8.295378738204523
Barcelona,2019-07-22,29.639849474014312
Barcelona,2019-07-23,25.101918636143342
Barcelona,2019-07-24,24.944465034067907
Barcelona,2019-07-25,24.315078256407332
Barcelona,2019-07-26,25.56310402828064
Barcelona,2019-07-27,42.990478091056815
Barcelona,2019-07-28,8.520597542549249
Barcelona,2019-07-29,31.746643099466887
Barcelona,2019-07-30,29.400376314964223
Barcelona,2019-07-31,30.098839695526983
Barcelona,2019-08-01,29.688314280012545
Barcelona,2019-08-02,27.84950252302078
Barcelona,2019-08-03,36.97294523476922
Barcelona,2019-08-04,0.0
Barcelona,2019-08-05,36.18895572597429
Barcelona,2019-08-06,31.78085355075976
Barcelona,2019-08-07,31.95475667816518
Barcelona,2019-08-08,30.30980414516635
Barcelona,2019-08-09,28.468141517233516
Barcelona,2019-08-10,35.92887077002024
Barcelona,2019-08-11,0.0
Barcelona,2019-08-12,39.798158337372065
Barcelona,2019-08-13,33.11286598055706
Barcelona,2019-08-14,31.0459845482795
Barcelona,2019-08-15,0.0
Barcelona,2019-08-16,39.831713088348494
Barcelona,2019-08-17,33.92251332782165
Barcelona,2019-08-18,0.0
Barcelona,2019-08-19,36.73851811728483
Barcelona,2019-08-20,34.83764289990592
Barcelona,2019-08-21,32.11155457992417
Barcelona,2019-08-22,31.09159848333666
Barcelona,2019-08-23,30.332611112694927
Barcelona,2019-08-24,35.94597599566668
Barcelona,2019-08-25,0.0
Barcelona,2019-08-26,34.80847849017875
Barcelona,2019-08-27,35.8354477292813
Barcelona,2019-08-28,32.724491832254756
Barcelona,2019-08-29,31.43019642500784
Barcelona,2019-08-30,31.96616016192947
Barcelona,2019-08-31,39.555834307380906
Barcelona,2019-09-01,0.0
Barcelona,2019-09-02,32.78216495139265
Barcelona,2019-09-03,30.57208427174502
Barcelona,2019-09-04,28.2828349060638
Barcelona,2019-09-05,29.691165150953616
Barcelona,2019-09-06,30.791601334207602
Barcelona,2019-09-07,47.10208968839981
Barcelona,2019-09-08,0.0
Barcelona,2019-09-09,40.639165264988456
Barcelona,2019-09-10,31.747298799783334
Barcelona,2019-09-11,0.0
Barcelona,2019-09-12,28.197964478148073
Barcelona,2019-09-13,28.212218832853438
Barcelona,2019-09-14,52.481027453887165
Barcelona,2019-09-15,0.0
Barcelona,2019-09-16,28.305641873592382
Barcelona,2019-09-17,24.719901930039626
Barcelona,2019-09-18,24.394246942440915
Barcelona,2019-09-19,23.698634432819226
Barcelona,2019-09-20,25.77977021980215
Barcelona,2019-09-21,49.91809447786299
Barcelona,2019-09-22,0.0
Barcelona,2019-09-23,32.993129401032014
Barcelona,2019-09-24,43.94332468569148
Barcelona,2019-09-25,24.223194685976566
Barcelona,2019-09-26,24.260256008210508
Barcelona,2019-09-27,25.446874020013112
Barcelona,2019-09-28,47.11568834278872
Barcelona,2019-09-29,0.0
Barcelona,2019-09-30,25.481084471305984
Barcelona,2019-10-01,22.804116657638907
Barcelona,2019-10-02,23.81902671266072
Barcelona,2019-10-03,23.28591384668016
Barcelona,2019-10-04,26.766171565413234
Barcelona,2019-10-05,50.11480457279699
Barcelona,2019-10-06,10.490549362830345
Barcelona,2019-10-07,27.45608233315278
Barcelona,2019-10-08,25.30082390170197
Barcelona,2019-10-09,23.54534310231776
Barcelona,2019-10-10,24.01858767853579
Barcelona,2019-10-11,28.354106679590615
Barcelona,2019-10-12,47.03871482737976
Barcelona,2019-10-13,0.0
Barcelona,2019-10-14,22.436354306240556
Barcelona,2019-10-15,22.710037916583516
Barcelona,2019-10-16,21.284602446047266
Barcelona,2019-10-17,21.64600735524703
Barcelona,2019-10-18,20.294694529178663
Barcelona,2019-10-19,44.93192120192719
Barcelona,2019-10-20,0.0
Barcelona,2019-10-21,25.290076118254127
Barcelona,2019-10-22,23.898195398694302
Barcelona,2019-10-23,22.79556404481569
Barcelona,2019-10-24,23.539641360435613
Barcelona,2019-10-25,27.501696268209937
Barcelona,2019-10-26,47.2525301479602
Barcelona,2019-10-27,0.0
Barcelona,2019-10-28,27.21660917410269
Barcelona,2019-10-29,26.07121475610799
Barcelona,2019-10-30,24.37429084585341
Barcelona,2019-10-31,24.8104740998375
Barcelona,2019-11-01,53.72970892607692
Barcelona,2019-11-02,51.95142115916413
Barcelona,2019-11-03,11.303047581036006
Barcelona,2019-11-04,34.1812868831428
Barcelona,2019-11-05,25.776919348861078
Barcelona,2019-11-06,26.529549277304216
Barcelona,2019-11-07,24.665735382159248
Barcelona,2019-11-08,28.502351968526384
Barcelona,2019-11-09,51.967870684494116
Barcelona,2019-11-10,11.494055934087864
Barcelona,2019-11-11,28.152350543090915
Barcelona,2019-11-12,26.649285856829263
Barcelona,2019-11-13,24.446218319696666
Barcelona,2019-11-14,25.728454542862845
Barcelona,2019-11-15,30.338312854577072
Barcelona,2019-11-16,51.817430224933716
Barcelona,2019-11-17,0.0
Barcelona,2019-11-18,29.899278729651908
Barcelona,2019-11-19,25.230207828491604
Barcelona,2019-11-20,26.168144368104457
Barcelona,2019-11-21,25.64577928557174
Barcelona,2019-11-22,28.232174929440944
Barcelona,2019-11-23,51.06984633805627
Barcelona,2019-11-24,10.890326994896942
Barcelona,2019-11-25,30.475154659748554
Barcelona,2019-11-26,27.91507255466545
Barcelona,2019-11-27,26.82384468455113
Barcelona,2019-11-28,27.11682869116515
Barcelona,2019-11-29,29.429540724691392
Barcelona,2019-11-30,50.14046241126664
Barcelona,2019-12-01,25.90805941215041
Barcelona,2019-12-02,28.337657154260626
Barcelona,2019-12-03,27.989195199133334
Barcelona,2019-12-04,23.10060723551045
Barcelona,2019-12-05,27.419676711235283
Barcelona,2019-12-06,44.68389543005388
Barcelona,2019-12-07,48.972261025743364
Barcelona,2019-12-08,27.405422356529918
Barcelona,2019-12-09,29.13524531744448
Barcelona,2019-12-10,25.894460757761497
Barcelona,2019-12-11,25.933717250620063
Barcelona,2019-12-12,25.72560367192177
Barcelona,2019-12-13,26.290731818570574
Barcelona,2019-12-14,42.36394218433732
Barcelona,2019-12-15,30.86002223679334
Barcelona,2019-12-16,28.758930353222908
Barcelona,2019-12-17,26.054109530461556
Barcelona,2019-12-18,25.500384867577043
Barcelona,2019-12-19,26.44117227813097
Barcelona,2019-12-20,27.331299712062034
Barcelona,2019-12-21,42.300567323317274
Barcelona,2019-12-22,34.11067080993244
Barcelona,2019-12-23,37.29794452205149
Barcelona,2019-12-24,24.90170196995182
Barcelona,2019-12-25,0.0
Barcelona,2019-12-26,0.0
Barcelona,2019-12-27,46.774239530176466
Barcelona,2019-12-28,48.34506941870742
Barcelona,2019-12-29,0.0
Barcelona,2019-12-30,44.438720529121646
Barcelona,2019-12-31,24.62297231804316
Barcelona,2020-01-01,0.0
Barcelona,2020-01-02,43.073809048664366
Barcelona,2020-01-03,40.98346494854178
Barcelona,2020-01-04,46.5683211221028
Barcelona,2020-01-05,26.13327821649514
Barcelona,2020-01-06,0.0
Barcelona,2020-01-07,31.472959489123927
Barcelona,2020-01-08,26.23086352880805
Barcelona,2020-01-09,27.18239872280982
Barcelona,2020-01-10,29.02756792200017
Barcelona,2020-01-11,53.74111240984121
Barcelona,2020-01-12,25.69994583345212
Barcelona,2020-01-13,28.70191293440146
Barcelona,2020-01-14,27.106080907717306
Barcelona,2020-01-15,25.70345240470964
Barcelona,2020-01-16,26.179547851868747
Barcelona,2020-01-17,30.349716338341363
Barcelona,2020-01-18,53.81523505430909
Barcelona,2020-01-19,0.0
Barcelona,2020-01-20,26.549505373891723
Barcelona,2020-01-21,22.51552299227414
Barcelona,2020-01-22,25.309376514525187
Barcelona,2020-01-23,25.15893605496479
Barcelona,2020-01-24,30.694671722211137
Barcelona,2020-01-25,51.529492259885394
Barcelona,2020-01-26,13.686375687772614
Barcelona,2020-01-27,28.26068363885167
Barcelona,2020-01-28,26.866607748667217
Barcelona,2020-01-29,26.578669783618896
Barcelona,2020-01-30,26.58437152550104
Barcelona,2020-01-31,31.766599196054393
Barcelona,2020-02-01,55.35821193374576
Barcelona,2020-02-02,12.883085782706617
Barcelona,2020-02-03,29.62910169056647
Barcelona,2020-02-04,27.319896228297743
Barcelona,2020-02-05,28.50805371040853
Barcelona,2020-02-06,28.217264874419136
Barcelona,2020-02-07,30.812213131111555
Barcelona,2020-02-08,54.55646149898794
Barcelona,2020-02-09,13.11400632893349
Barcelona,2020-02-10,30.03612053482339
Barcelona,2020-02-11,28.69050945063717
Barcelona,2020-02-12,26.77823074949397
Barcelona,2020-02-13,26.094021723636573
Barcelona,2020-02-14,29.121646663055564
Barcelona,2020-02-15,47.839809561821134
Barcelona,2020-02-16,0.0
Barcelona,2020-02-17,29.873620891182256
Barcelona,2020-02-18,26.66134504091
Barcelona,2020-02-19,27.855204264902927
Barcelona,2020-02-20,26.458277503777403
Barcelona,2020-02-21,28.619893377426806
Barcelona,2020-02-22,47.16415314878695
Barcelona,2020-02-23,0.0
Barcelona,2020-02-24,35.79838640704735
Barcelona,2020-02-25,27.222310915984835
Barcelona,2020-02-26,28.183054423126265
Barcelona,2020-02-27,28.123186133363742
Barcelona,2020-02-28,30.108048008666646
Barcelona,2020-02-29,55.6911081335348
Barcelona,2020-03-01,13.709838355617642
Barcelona,2020-03-02,31.986116258516976
Barcelona,2020-03-03,28.497305926960685
Barcelona,2020-03-04,29.05542093109445
Barcelona,2020-03-05,27.838754739572938
Barcelona,2020-03-06,31.576246543318984
Barcelona,2020-03-07,52.860848989366254
Barcelona,2020-03-08,13.957864127490948
Barcelona,2020-03-09,30.580636884568236
Barcelona,2020-03-10,27.37406277617812
Barcelona,2020-03-11,26.646434985888188
Barcelona,2020-03-12,24.562448327964194
Barcelona,2020-03-13,24.573851811728485
Barcelona,2020-03-14,15.08615331983921
Barcelona,2020-03-15,0.0
Barcelona,2020-03-16,0.0
Barcelona,2020-03-17,15.146021609601734
Barcelona,2020-03-18,14.185933802776749
Barcelona,2020-03-19,15.214442512187473
Barcelona,2020-03-20,0.0
Barcelona,2020-03-21,15.251503834421415
Barcelona,2020-03-22,14.294266898537503
Barcelona,2020-03-23,15.31422299512501
Barcelona,2020-03-24,14.339880833594663
Barcelona,2020-03-25,15.379793026769677
Barcelona,2020-03-26,15.482424380648288
Barcelona,2020-03-27,15.422556090885765
Barcelona,2020-03-28,15.453915671237564
Barcelona,2020-03-29,0.0
Barcelona,2020-03-30,0.0
Barcelona,2020-03-31,14.57650312170368
Barcelona,2020-04-01,14.590757476409044
Barcelona,2020-04-02,0.0
Barcelona,2020-04-03,0.0
Barcelona,2020-04-04,14.650625766171565
Barcelona,2020-04-05,0.0
Barcelona,2020-04-06,15.833081506400205
Barcelona,2020-04-07,15.73615189440374
Barcelona,2020-04-08,15.830230635459133
Barcelona,2020-04-09,15.833081506400205
Barcelona,2020-04-10,0.0
Barcelona,2020-04-11,14.88439718333951
Barcelona,2020-04-12,14.901502408985944
Barcelona,2020-04-13,0.0
Barcelona,2020-04-14,15.958519827807395
Barcelona,2020-04-15,14.992730279100265
Barcelona,2020-04-16,16.00128289192348
Barcelona,2020-04-17,16.029791601334207
Barcelona,2020-04-18,15.064002052627078
Barcelona,2020-04-19,16.266413889443225
Barcelona,2020-04-20,15.132422955212817
Barcelona,2020-04-21,15.175186019328905
Barcelona,2020-04-22,15.19229124497534
Barcelona,2020-04-23,15.19229124497534
Barcelona,2020-04-24,15.220799954386065
Barcelona,2020-04-25,15.269264760384297
Barcelona,2020-04-26,0.0
Barcelona,2020-04-27,16.434615274966504
Barcelona,2020-04-28,16.34053653391111
Barcelona,2020-04-29,15.391852210850415
Barcelona,2020-04-30,15.394703081791487
Barcelona,2020-05-01,0.0
Barcelona,2020-05-02,16.457422242495085
Barcelona,2020-05-03,0.0
Barcelona,2020-05-04,16.508737919434388
Barcelona,2020-05-05,15.560053596373692
Barcelona,2020-05-06,15.805228497305928
Barcelona,2020-05-07,15.728254981896969
Barcelona,2020-05-08,15.856544174245231
Barcelona,2020-05-09,16.676939304957664
Barcelona,2020-05-10,0.0
Barcelona,2020-05-11,17.11597342988283
Barcelona,2020-05-12,17.443823588106167
Barcelona,2020-05-13,17.982638195968867
Barcelona,2020-05-14,16.84579639079739
Barcelona,2020-05-15,16.429569233400805
Barcelona,2020-05-16,0.0
Barcelona,2020-05-17,0.0
Barcelona,2020-05-18,16.43527097528295
Barcelona,2020-05-19,17.817287681386663
Barcelona,2020-05-20,17.535707158536933
Barcelona,2020-05-21,18.341847934544003
Barcelona,2020-05-22,18.008951734754966
Barcelona,2020-05-23,20.218376714086155
Barcelona,2020-05-24,0.0
Barcelona,2020-05-25,21.213330672520456
Barcelona,2020-05-26,21.843373150497477
Barcelona,2020-05-27,23.778458819169256
Barcelona,2020-05-28,22.481968241297718
Barcelona,2020-05-29,24.37429084585341
Barcelona,2020-05-30,24.64577928557174
Barcelona,2020-05-31,0.0
Barcelona,2020-06-01,0.0
Barcelona,2020-06-02,24.72560367192177
Barcelona,2020-06-03,23.696439262194602
Barcelona,2020-06-04,22.858283205519285
Barcelona,2020-06-05,24.06135074265188
Barcelona,2020-06-06,25.34643783675913
Barcelona,2020-06-07,17.475183168457963
Barcelona,2020-06-08,39.22228240727542
Barcelona,2020-06-09,37.816147333010235
Barcelona,2020-06-10,38.377768908401514
Barcelona,2020-06-11,35.767026826695556
Barcelona,2020-06-12,39.46680160789121
Barcelona,2020-06-13,41.94486415599966
Barcelona,2020-06-14,0.0
Barcelona,2020-06-15,40.78960572454885
Barcelona,2020-06-16,39.35342247056476
Barcelona,2020-06-17,40.14815976280754
Barcelona,2020-06-18,41.65912136157596
Barcelona,2020-06-19,41.97841890697608
Barcelona,2020-06-20,50.591555720272545
Barcelona,2020-06-21,0.0
Barcelona,2020-06-22,45.6560424209596
Barcelona,2020-06-23,32.99532457165664
Barcelona,2020-06-24,0.0
Barcelona,2020-06-25,44.30187872395017
Barcelona,2020-06-26,40.71898965133848
Barcelona,2020-06-27,51.41195085098498
Barcelona,2020-06-28,24.45192006157881
Barcelona,2020-06-29,44.50494626108276
Barcelona,2020-06-30,42.24705647575334
Barcelona,2020-07-01,41.61920916840095
Barcelona,2020-07-02,39.05123015081107
Barcelona,2020-07-03,43.150126863756874
Barcelona,2020-07-04,56.69527040510876
Barcelona,2020-07-05,28.433931065940644
Barcelona,2020-07-06,43.968326823844684
Barcelona,2020-07-07,41.37468996778516
Barcelona,2020-07-08,39.55868517832198
Barcelona,2020-07-09,37.74553125979987
Barcelona,2020-07-10,40.627106080907716
Barcelona,2020-07-11,52.74045670952476
Barcelona,2020-07-12,0.0
Barcelona,2020-07-13,45.382358810616644
Barcelona,2020-07-14,42.177979872851154
Barcelona,2020-07-15,40.76745445733672
Barcelona,2020-07-16,40.95495623913106
Barcelona,2020-07-17,39.85517575619352
Barcelona,2020-07-18,49.31370983835562
Barcelona,2020-07-19,0.0
Barcelona,2020-07-20,41.08675200273684
Barcelona,2020-07-21,38.57732987427659
Barcelona,2020-07-22,38.20101491005502
Barcelona,2020-07-23,35.6586937309348
Barcelona,2020-07-24,37.33435014396898
Barcelona,2020-07-25,46.437836759129915
Barcelona,2020-07-26,0.0
Barcelona,2020-07-27,42.7174501810303
Barcelona,2020-07-28,37.329304102403285
Barcelona,2020-07-29,37.51680588419762
Barcelona,2020-07-30,37.73917381760128
Barcelona,2020-07-31,35.72996550446161
Barcelona,2020-08-01,49.41349032129315
Barcelona,2020-08-02,0.0
Barcelona,2020-08-03,49.243093765145254
Barcelona,2020-08-04,45.819197764917185
Barcelona,2020-08-05,42.024688542349686
Barcelona,2020-08-06,42.55144396613165
Barcelona,2020-08-07,39.1624141175129
Barcelona,2020-08-08,47.193317558514124
Barcelona,2020-08-09,18.271231861333636
Barcelona,2020-08-10,50.48256692419534
Barcelona,2020-08-11,44.27402571485589
Barcelona,2020-08-12,45.864155999657896
Barcelona,2020-08-13,42.217892066026174
Barcelona,2020-08-14,42.118111583088634
Barcelona,2020-08-15,42.637625794680275
Barcelona,2020-08-16,19.476494569090857
Barcelona,2020-08-17,52.4981326795336
Barcelona,2020-08-18,47.76568691735325
Barcelona,2020-08-19,44.775123300168204
Barcelona,2020-08-20,44.05955469395901
Barcelona,2020-08-21,41.26920774296548
Barcelona,2020-08-22,47.973800496051545
Barcelona,2020-08-23,0.0
Barcelona,2020-08-24,50.45120734384354
Barcelona,2020-08-25,44.310431336773384
Barcelona,2020-08-26,42.56350315021239
Barcelona,2020-08-27,41.91350457564786
Barcelona,2020-08-28,45.45648145508453
Barcelona,2020-08-29,60.33868346779941
Barcelona,2020-08-30,18.869914758958863
Barcelona,2020-08-31,54.12312911594492
Barcelona,2020-09-01,45.040254297687945
Barcelona,2020-09-02,43.65253584970208
Barcelona,2020-09-03,41.77381189953531
Barcelona,2020-09-04,41.76811015765316
Barcelona,2020-09-05,59.07004589902215
Barcelona,2020-09-06,0.0
Barcelona,2020-09-07,56.90557915443168
Barcelona,2020-09-08,44.82709467742395
Barcelona,2020-09-09,45.040254297687945
Barcelona,2020-09-10,43.84003763149642
